,longitude,latitude,neigh,room_type,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable
1427,-82.55287,35.5874,B,Entire home/apt,4,2.0,2.0,484.0,999,71,4.93,True
1428,-82.55246,35.58831,B,Entire home/apt,2,1.0,1.0,368.0,30,112,4.96,True
1429,-82.62588,35.57905,A,Entire home/apt,4,1.0,2.0,100.0,2,71,4.99,False
1430,-82.51616,35.63592,D,Entire home/apt,7,3.0,5.0,280.0,2,200,4.99,True
1431,-82.46128,35.43689,H,Entire home/apt,6,3.0,4.0,150.0,2,33,4.91,True
1432,-82.50909,35.58958,E,Entire home/apt,2,1.0,1.0,103.0,2,152,4.91,True
1433,-82.62877,35.63319,A,Entire home/apt,6,3.0,4.0,194.0,1,102,4.98,False
1434,-82.51788,35.62662,D,Entire home/apt,4,2.0,2.0,217.0,2,8,5.0,True
1435,-82.58145,35.62906,D,Entire home/apt,8,4.0,5.0,266.0,2,68,4.96,True
1436,-82.53931,35.59082,B,Entire home/apt,4,1.0,1.0,102.0,2,29,5.0,False
1437,-82.55659,35.5984,B,Entire home/apt,2,1.0,1.0,225.0,2,16,5.0,False
1438,-82.59554,35.57675,A,Entire home/apt,4,1.0,2.0,119.0,2,129,4.95,True
1439,-82.57106,35.56764,A,Entire home/apt,2,1.0,1.0,187.0,2,210,4.93,True
1440,-82.54929,35.59226,B,Entire home/apt,4,1.0,2.0,288.0,1,94,4.85,True
1441,-82.5463,35.60191,B,Entire home/apt,6,2.0,3.0,481.0,1,39,4.9,True
1442,-82.56561,35.45165,F,Private room,3,1.0,2.0,75.0,2,76,5.0,False
1443,-82.46381,35.63771,E,Entire home/apt,4,,2.0,116.0,2,64,4.98,True
1444,-82.5994,35.57038,A,Entire home/apt,2,1.0,1.0,146.0,2,11,5.0,False
1445,-82.59766,35.63495,D,Entire home/apt,2,1.0,2.0,129.0,2,195,4.98,True
1446,-82.55124,35.63314,D,Entire home/apt,2,1.0,1.0,125.0,2,68,4.96,True
1447,-82.52066,35.64334,D,Entire home/apt,6,3.0,4.0,239.0,2,79,5.0,True
1448,-82.5198,35.56349,C,Private room,3,1.0,2.0,73.0,1,59,4.93,True
1449,-82.48604,35.59937,E,Entire home/apt,2,1.0,1.0,66.0,2,153,4.99,True
1450,-82.58358,35.62957,D,Entire home/apt,4,1.0,2.0,141.0,2,138,5.0,True
1452,-82.58275,35.63474,D,Entire home/apt,4,2.0,2.0,101.0,2,96,4.96,True
1453,-82.54457,35.6084,B,Entire home/apt,2,1.0,1.0,109.0,2,17,4.94,False
1454,-82.57712,35.65539,D,Entire home/apt,4,2.0,2.0,160.0,2,43,4.12,True
1455,-82.60464,35.5573,A,Entire home/apt,3,1.0,3.0,200.0,3,32,4.84,False
1456,-82.56886,35.56981,A,Entire home/apt,4,1.0,2.0,134.0,1,137,4.97,True
1458,-82.6615,35.509,G,Entire home/apt,6,3.0,4.0,171.0,2,99,4.9,True
1459,-82.47834,35.5468,C,Entire home/apt,14,4.0,8.0,444.0,1,178,4.96,True
1460,-82.60368,35.58849,A,Entire home/apt,2,,1.0,120.0,2,52,4.96,False
1461,-82.58745,35.57414,A,Entire home/apt,2,,1.0,58.0,2,99,4.9,False
1462,-82.55283,35.59656,B,Private room,2,1.0,1.0,113.0,1,13,4.92,True
1464,-82.58293,35.62623,D,Entire home/apt,7,3.0,4.0,250.0,2,91,4.99,True
1465,-82.56497,35.60873,B,Entire home/apt,4,2.0,2.0,64.0,30,9,5.0,True
1466,-82.55444,35.59692,B,Private room,2,1.0,1.0,81.0,1,89,4.8,True
1467,-82.48968,35.55762,C,Entire home/apt,7,3.0,4.0,210.0,1,147,4.97,False
1468,-82.50854,35.58865,E,Private room,2,1.0,1.0,53.0,1,219,4.9,True
1469,-82.50326,35.49526,C,Entire home/apt,16,4.0,12.0,421.0,2,30,5.0,True
1470,-82.47004,35.64558,E,Entire home/apt,8,3.0,6.0,121.0,3,37,4.84,False
1471,-82.62903,35.54937,A,Entire home/apt,4,2.0,2.0,102.0,2,125,4.91,False
1472,-82.56804,35.59715,B,Entire home/apt,2,,1.0,107.0,1,180,4.89,True
1473,-82.50021,35.47722,F,Entire home/apt,6,3.0,3.0,175.0,2,34,4.76,True
1474,-82.54758,35.56949,C,Entire home/apt,4,2.0,2.0,186.0,2,66,4.85,False
1475,-82.49348,35.47442,F,Entire home/apt,4,1.0,2.0,130.0,2,64,4.95,True
1478,-82.63922,35.63821,A,Entire home/apt,15,5.0,7.0,251.0,2,35,4.86,True
1479,-82.59731,35.56767,A,Entire home/apt,4,1.0,2.0,81.0,2,58,5.0,False
1480,-82.57136,35.56777,A,Entire home/apt,2,1.0,1.0,172.0,3,94,5.0,False
1481,-82.62789,35.55026,A,Entire home/apt,5,2.0,3.0,96.0,1,104,4.83,False
1482,-82.5348,35.59231,E,Entire home/apt,6,3.0,3.0,126.0,5,29,4.86,True
1483,-82.55727,35.57588,B,Private room,2,1.0,1.0,241.0,1,4,5.0,False
1484,-82.5566,35.57431,B,Private room,2,1.0,1.0,246.0,1,0,,False
1485,-82.55723,35.57441,B,Private room,3,1.0,1.0,241.0,1,2,5.0,False
1486,-82.5997,35.62745,D,Entire home/apt,8,3.0,3.0,314.0,2,10,4.9,True
1487,-82.60058,35.5189,A,Entire home/apt,4,2.0,2.0,121.0,3,14,5.0,False
1488,-82.5762,35.62977,D,Entire home/apt,4,2.0,2.0,86.0,1,205,4.78,True
1489,-82.54701,35.57833,C,Entire home/apt,6,3.0,4.0,100.0,28,1,5.0,False
1490,-82.50682,35.46447,F,Entire home/apt,10,5.0,6.0,693.0,5,6,5.0,False
1491,-82.59055,35.57083,A,Entire home/apt,2,1.0,1.0,104.0,2,384,4.98,False
1492,-82.55924,35.61017,B,Entire home/apt,2,1.0,1.0,200.0,30,0,,False
1493,-82.6114,35.50905,A,Entire home/apt,6,3.0,3.0,275.0,2,9,4.89,True
1494,-82.54239,35.60239,B,Entire home/apt,2,1.0,1.0,146.0,1,79,4.99,True
1495,-82.56568,35.59679,B,Entire home/apt,4,2.0,2.0,225.0,2,114,4.96,True
1496,-82.59894,35.62922,D,Entire home/apt,6,3.0,3.0,191.0,2,37,4.7,False
1497,-82.49757,35.48984,C,Entire home/apt,16,6.0,10.0,599.0,2,152,4.86,True
1498,-82.62929,35.57859,A,Entire home/apt,2,,2.0,91.0,1,78,4.87,False
1499,-82.46689,35.59069,E,Entire home/apt,8,3.0,6.0,158.0,2,78,4.96,False
1500,-82.60487,35.57164,A,Entire home/apt,2,,1.0,108.0,2,12,5.0,True
1501,-82.5535,35.58638,B,Entire home/apt,6,2.0,4.0,341.0,3,66,5.0,False
1502,-82.55807,35.59914,B,Entire home/apt,6,3.0,3.0,281.0,2,119,4.76,True
1503,-82.47759,35.5555,C,Entire home/apt,10,4.0,6.0,414.0,1,76,4.83,True
1504,-82.49611,35.60319,E,Entire home/apt,4,1.0,2.0,88.0,2,14,5.0,False
1505,-82.55017,35.58736,B,Entire home/apt,6,3.0,4.0,395.0,2,27,4.93,True
1506,-82.66603,35.6448,A,Entire home/apt,4,2.0,2.0,142.0,2,45,4.84,False
1507,-82.56023,35.62384,D,Entire home/apt,2,1.0,1.0,182.0,2,118,5.0,True
1508,-82.46964,35.60331,E,Entire home/apt,4,2.0,2.0,231.0,3,50,5.0,True
1509,-82.55202,35.59595,B,Entire home/apt,6,2.0,2.0,381.0,1,33,4.79,True
1511,-82.54525,35.57393,C,Entire home/apt,6,2.0,3.0,203.0,30,56,4.91,True
1512,-82.63702,35.58531,A,Entire home/apt,3,1.0,1.0,116.0,1,190,4.95,True
1513,-82.47037,35.64106,E,Entire home/apt,4,2.0,2.0,131.0,7,6,4.83,False
1514,-82.55502,35.59344,B,Entire home/apt,4,2.0,2.0,328.0,2,15,4.6,True
1515,-82.55471,35.59512,B,Entire home/apt,4,2.0,3.0,323.0,2,14,4.43,True
1516,-82.57944,35.65278,D,Entire home/apt,4,2.0,2.0,125.0,2,52,4.65,False
1517,-82.5439,35.60204,B,Entire home/apt,4,2.0,2.0,110.0,30,2,5.0,True
1518,-82.60885,35.50607,A,Entire home/apt,2,1.0,1.0,107.0,2,114,4.99,False
1519,-82.49504,35.55767,C,Entire home/apt,5,2.0,3.0,170.0,3,127,4.96,True
1520,-82.4687,35.59226,E,Entire home/apt,4,1.0,1.0,148.0,3,20,5.0,True
1521,-82.61025,35.56075,A,Private room,2,,1.0,179.0,2,43,5.0,False
1522,-82.49762,35.61501,E,Entire home/apt,2,1.0,2.0,146.0,3,42,5.0,False
1523,-82.5495,35.5885,B,Entire home/apt,8,3.0,4.0,595.0,1,50,4.68,True
1524,-82.59356,35.58247,A,Private room,2,1.0,1.0,114.0,1,76,5.0,False
1525,-82.58986,35.6292,D,Entire home/apt,5,2.0,2.0,233.0,2,128,4.96,False
1526,-82.50437,35.60546,E,Entire home/apt,2,1.0,1.0,135.0,1,258,4.96,True
1527,-82.47912,35.52847,C,Entire home/apt,8,4.0,5.0,328.0,3,75,4.91,True
1528,-82.5687,35.60489,B,Entire home/apt,6,3.0,3.0,606.0,2,14,5.0,True
1529,-82.59375,35.5958,A,Entire home/apt,4,2.0,2.0,133.0,2,149,4.88,False
1530,-82.6251,35.53165,A,Entire home/apt,16,6.0,15.0,1099.0,3,5,5.0,False
1531,-82.62596,35.53231,A,Entire home/apt,6,2.0,3.0,270.0,2,32,4.88,False
1532,-82.62699,35.53272,A,Entire home/apt,6,2.0,3.0,270.0,2,27,4.85,False
1533,-82.62468,35.53139,A,Entire home/apt,4,1.0,3.0,208.0,2,72,4.96,False
1534,-82.62521,35.53187,A,Entire home/apt,4,1.0,3.0,208.0,2,53,4.89,False
1535,-82.51391,35.49191,C,Entire home/apt,4,2.0,2.0,236.0,4,4,5.0,False
1536,-82.46726,35.55054,C,Entire home/apt,12,5.0,6.0,385.0,2,30,5.0,True
1537,-82.55078,35.58723,B,Entire home/apt,6,3.0,3.0,441.0,2,27,4.81,True
1538,-82.57837,35.57911,A,Entire home/apt,4,2.0,2.0,166.0,1,27,4.74,False
1539,-82.56311,35.62103,D,Entire home/apt,13,4.0,5.0,499.0,3,79,4.85,True
1540,-82.53014,35.62737,D,Entire home/apt,10,3.0,6.0,239.0,1,6,4.67,True
1541,-82.59243,35.57259,A,Entire home/apt,4,1.0,2.0,169.0,1,276,4.96,True
1542,-82.51138,35.64422,D,Entire home/apt,4,2.0,2.0,142.0,2,33,4.88,True
1543,-82.58658,35.61117,A,Entire home/apt,8,3.0,4.0,201.0,1,0,,True
1544,-82.50032,35.60001,E,Entire home/apt,3,1.0,2.0,79.0,1,86,4.85,False
1545,-82.55096,35.59029,B,Entire home/apt,2,1.0,1.0,283.0,1,56,4.96,True
1546,-82.53124,35.6263,D,Entire home/apt,10,4.0,7.0,399.0,3,52,4.88,False
1547,-82.62171,35.55335,A,Entire home/apt,10,4.0,6.0,275.0,2,40,4.9,True
1548,-82.47701,35.5536,C,Entire home/apt,6,2.0,3.0,202.0,2,128,4.91,True
1549,-82.47272,35.60037,E,Entire home/apt,5,3.0,5.0,190.0,1,105,4.93,False
1550,-82.50697,35.46572,F,Entire home/apt,4,1.0,2.0,216.0,2,94,4.97,False
1551,-82.61253,35.62739,D,Entire home/apt,2,1.0,1.0,86.0,2,113,4.98,False
1552,-82.52979,35.50929,C,Entire home/apt,4,2.0,2.0,95.0,30,5,5.0,False
1553,-82.60774,35.50921,A,Entire home/apt,2,1.0,1.0,119.0,1,33,5.0,True
1554,-82.587387,35.584972,A,Entire home/apt,2,1.0,1.0,85.0,1,161,4.96,False
1556,-82.64961,35.63593,A,Entire home/apt,2,1.0,1.0,108.0,1,26,4.85,False
1557,-82.5081,35.58842,E,Private room,4,2.0,2.0,66.0,1,17,4.82,True
1558,-82.65082,35.63652,A,Private room,2,1.0,2.0,93.0,1,11,5.0,False
1560,-82.50984,35.55348,C,Entire home/apt,8,3.0,4.0,146.0,2,110,4.84,False
1561,-82.60334,35.55772,A,Entire home/apt,8,4.0,4.0,375.0,3,69,4.96,True
1562,-82.46577,35.60973,E,Entire home/apt,2,,4.0,71.0,2,13,5.0,False
1563,-82.55725,35.57481,B,Private room,3,1.0,2.0,229.0,2,7,5.0,True
1564,-82.55223,35.5873,B,Entire home/apt,6,2.0,3.0,252.0,1,36,4.89,True
1565,-82.53195,35.55512,C,Entire home/apt,4,1.0,2.0,127.0,2,150,4.85,False
1566,-82.50861,35.46382,F,Entire home/apt,8,4.0,4.0,525.0,3,6,4.83,False
1567,-82.58716,35.57676,A,Entire home/apt,4,2.0,2.0,90.0,30,11,4.91,True
1568,-82.52534,35.42863,H,Entire home/apt,4,2.0,2.0,175.0,3,6,5.0,True
1569,-82.47481,35.60055,E,Entire home/apt,6,2.0,3.0,151.0,2,74,4.76,True
1570,-82.59522,35.56829,A,Private room,2,1.0,,111.0,1,38,5.0,False
1571,-82.47736,35.55489,C,Entire home/apt,6,2.0,2.0,224.0,2,52,4.85,True
1572,-82.5066,35.59924,E,Entire home/apt,2,1.0,1.0,104.0,2,156,4.91,True
1573,-82.5622,35.45824,F,Entire home/apt,4,1.0,,94.0,1,171,4.92,True
1574,-82.6266,35.54869,A,Entire home/apt,12,4.0,8.0,400.0,3,14,5.0,True
1575,-82.49358,35.64855,D,Entire home/apt,4,2.0,2.0,174.0,1,43,4.84,True
1576,-82.53853,35.57573,C,Entire home/apt,4,2.0,2.0,270.0,2,42,4.98,True
1577,-82.65327,35.56911,G,Entire home/apt,16,4.0,11.0,700.0,2,74,4.95,True
1578,-82.48007,35.54901,C,Entire home/apt,6,3.0,4.0,213.0,1,58,4.91,False
1579,-82.50756,35.47235,F,Entire home/apt,8,3.0,7.0,174.0,2,20,4.85,True
1580,-82.518822,35.639328,D,Entire home/apt,8,2.0,3.0,142.0,2,67,4.81,True
1582,-82.55086,35.58768,B,Entire home/apt,7,3.0,6.0,547.0,2,7,5.0,True
1583,-82.54276,35.58138,C,Entire home/apt,2,1.0,1.0,116.0,1,91,4.96,False
1584,-82.59342,35.57084,A,Entire home/apt,4,1.0,2.0,106.0,1,53,4.96,True
1585,-82.51896,35.64352,D,Entire home/apt,2,1.0,1.0,119.0,2,119,4.97,True
1586,-82.47617,35.55519,C,Entire home/apt,6,2.0,3.0,224.0,2,51,4.88,True
1587,-82.56168,35.62677,D,Entire home/apt,2,1.0,1.0,122.0,2,78,4.92,True
1588,-82.64641,35.58358,A,Entire home/apt,6,3.0,3.0,192.0,2,25,4.48,True
1589,-82.59243,35.58119,A,Entire home/apt,3,1.0,1.0,75.0,30,0,,False
1590,-82.61107,35.52276,A,Entire home/apt,5,2.0,3.0,125.0,2,106,4.94,True
1591,-82.49802,35.59918,E,Entire home/apt,6,2.0,3.0,137.0,3,35,5.0,True
1595,-82.59674,35.56728,A,Entire home/apt,2,1.0,1.0,198.0,3,18,4.94,False
1596,-82.56577,35.58967,B,Private room,3,1.0,1.0,123.0,2,108,4.86,True
1597,-82.58296,35.57704,A,Entire home/apt,8,2.0,2.0,121.0,30,6,3.83,True
1598,-82.47912,35.56118,C,Entire home/apt,4,2.0,2.0,157.0,1,112,4.91,False
1599,-82.66147,35.51044,G,Entire home/apt,6,3.0,4.0,214.0,2,90,4.87,True
1600,-82.66292,35.50888,G,Entire home/apt,6,3.0,4.0,214.0,2,72,4.85,True
1601,-82.552185,35.595245,B,Entire home/apt,2,1.0,1.0,260.0,3,42,4.95,True
1602,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,313.0,3,51,4.9,True
1603,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,260.0,3,28,4.86,True
1604,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,247.0,3,26,4.73,True
1605,-82.552185,35.595245,B,Entire home/apt,2,1.0,1.0,244.0,3,28,4.82,True
1606,-82.552185,35.595245,B,Entire home/apt,4,1.0,3.0,294.0,3,32,4.97,True
1607,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,260.0,3,21,4.9,True
1608,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,260.0,3,31,4.9,True
1609,-82.55957,35.58441,B,Entire home/apt,8,3.0,4.0,265.0,30,4,5.0,True
1610,-82.47135,35.62667,E,Entire home/apt,2,,1.0,56.0,29,9,4.56,True
1611,-82.61205,35.56795,A,Entire home/apt,4,1.0,2.0,92.0,1,95,4.91,False
1612,-82.58925,35.58492,A,Entire home/apt,2,1.0,1.0,110.0,2,46,4.93,False
1613,-82.59112,35.56988,A,Entire home/apt,6,2.0,3.0,171.0,2,53,4.98,False
1614,-82.54754,35.62202,D,Entire home/apt,7,3.0,3.0,524.0,30,8,4.88,False
1615,-82.51607,35.4404,H,Entire home/apt,6,3.0,4.0,130.0,2,106,4.92,True
1616,-82.63206,35.54624,A,Entire home/apt,4,2.0,2.0,70.0,1,196,4.92,True
1617,-82.56286,35.60602,B,Private room,2,1.0,1.0,183.0,1,7,5.0,True
1618,-82.56466,35.60585,B,Private room,3,1.0,1.0,256.0,1,2,5.0,True
1619,-82.65812,35.50898,G,Entire home/apt,4,2.0,2.0,195.0,1,163,4.75,True
1621,-82.53877,35.64896,D,Entire home/apt,2,1.0,1.0,69.0,30,2,5.0,True
1622,-82.50772,35.54929,C,Entire home/apt,3,1.0,1.0,113.0,2,7,5.0,True
1623,-82.56641,35.62884,D,Entire home/apt,2,1.0,1.0,162.0,3,55,4.98,False
1624,-82.46945,35.46218,H,Entire home/apt,4,2.0,3.0,229.0,2,104,5.0,False
1625,-82.50889,35.5902,E,Private room,4,1.0,2.0,226.0,1,53,4.89,True
1626,-82.59503,35.59979,A,Entire home/apt,4,2.0,2.0,212.0,2,19,4.89,True
1627,-82.552185,35.595245,B,Entire home/apt,4,1.0,2.0,397.0,3,36,4.94,True
1628,-82.57141,35.46803,F,Entire home/apt,6,3.0,3.0,156.0,2,5,4.8,True
1629,-82.5505,35.61008,B,Entire home/apt,8,3.0,5.0,135.0,30,2,5.0,True
1630,-82.50945,35.49586,C,Entire home/apt,5,2.0,2.0,245.0,4,41,4.71,True
1631,-82.52091,35.64235,D,Entire home/apt,6,2.0,4.0,161.0,1,172,4.99,True
1632,-82.65538,35.59734,A,Entire home/apt,2,1.0,1.0,77.0,2,151,4.95,True
1633,-82.48759,35.56373,C,Entire home/apt,8,4.0,5.0,404.0,3,3,4.67,True
1634,-82.55297,35.59201,B,Entire home/apt,4,1.0,1.0,122.0,1,231,4.92,True
1635,-82.46941,35.63485,E,Entire home/apt,8,3.0,4.0,332.0,2,30,4.93,True
1636,-82.5892,35.57759,A,Entire home/apt,2,1.0,1.0,95.0,2,82,4.87,True
1637,-82.59856,35.58117,A,Entire home/apt,2,1.0,1.0,114.0,2,83,4.7,True
1638,-82.60846,35.6256,D,Entire home/apt,8,3.0,4.0,233.0,2,93,4.98,False
1640,-82.49332,35.63006,E,Entire home/apt,8,3.0,3.0,259.0,2,0,,True
1641,-82.55116,35.58675,B,Entire home/apt,8,3.0,3.0,538.0,1,50,4.96,True
1642,-82.55553,35.59204,B,Entire home/apt,4,1.0,2.0,274.0,1,61,4.8,True
1643,-82.54926,35.59254,B,Entire home/apt,4,1.0,2.0,265.0,1,67,4.85,True
1644,-82.55587,35.59804,B,Entire home/apt,2,1.0,1.0,150.0,2,126,4.75,True
1645,-82.50679,35.48862,C,Entire home/apt,3,1.0,2.0,93.0,2,57,4.98,False
1646,-82.47042,35.60246,E,Entire home/apt,13,4.0,7.0,564.0,2,64,4.86,False
1647,-82.5844,35.63422,D,Entire home/apt,8,4.0,5.0,350.0,3,42,4.95,True
1648,-82.60256,35.45464,F,Entire home/apt,5,3.0,2.0,145.0,3,102,4.94,True
1649,-82.58942,35.57759,A,Entire home/apt,2,1.0,1.0,122.0,1,246,4.88,True
1650,-82.54963,35.58418,B,Private room,3,1.0,1.0,104.0,2,49,4.8,True
1651,-82.66981,35.48771,G,Entire home/apt,4,,3.0,89.0,2,5,5.0,True
1652,-82.57829,35.63063,D,Entire home/apt,5,2.0,2.0,141.0,1,49,4.94,False
1653,-82.46184,35.58756,E,Entire home/apt,2,1.0,1.0,109.0,2,113,5.0,True
1654,-82.50562,35.59858,E,Entire home/apt,6,3.0,3.0,192.0,2,0,,True
1655,-82.50726,35.54788,C,Entire home/apt,4,2.0,2.0,192.0,2,24,4.83,True
1656,-82.50477,35.47484,F,Entire home/apt,6,3.0,4.0,178.0,2,102,4.93,True
1657,-82.62063,35.59387,A,Entire home/apt,8,3.0,4.0,220.0,2,55,4.89,False
1658,-82.58205,35.6267,D,Entire home/apt,6,3.0,3.0,155.0,1,170,4.71,True
1659,-82.5697,35.60528,B,Private room,2,1.0,1.0,287.0,1,1,5.0,True
1660,-82.5697,35.60528,B,Private room,2,1.0,1.0,321.0,2,2,5.0,True
1661,-82.5697,35.60528,B,Private room,2,1.0,1.0,270.0,1,1,5.0,True
1662,-82.5697,35.60528,B,Private room,2,1.0,1.0,297.0,2,0,,True
1663,-82.52948,35.56954,C,Entire home/apt,2,1.0,1.0,90.0,1,180,4.89,True
1664,-82.60814,35.61791,A,Private room,2,1.0,1.0,110.0,1,35,4.97,False
1665,-82.60693,35.61991,D,Private room,2,1.0,1.0,110.0,1,22,5.0,False
1666,-82.66217,35.50986,G,Entire home/apt,6,3.0,4.0,171.0,2,97,4.9,True
1667,-82.56315,35.60613,B,Private room,2,1.0,1.0,249.0,1,2,5.0,True
1668,-82.66601,35.50982,G,Entire home/apt,2,1.0,1.0,89.0,1,45,4.84,True
1669,-82.56332,35.60455,B,Private room,2,1.0,1.0,239.0,1,0,,True
1670,-82.63377,35.56982,A,Entire home/apt,8,3.0,4.0,268.0,3,84,4.99,False
1671,-82.53984,35.61424,D,Private room,3,,2.0,200.0,1,27,4.93,True
1672,-82.5697,35.60528,B,Private room,2,1.0,1.0,249.0,1,0,,True
1673,-82.61598,35.50977,A,Entire home/apt,6,3.0,4.0,188.0,2,23,4.87,False
1674,-82.46846,35.59022,E,Entire home/apt,4,2.0,2.0,111.0,2,20,5.0,True
1675,-82.66256,35.50907,G,Entire home/apt,6,3.0,4.0,218.0,2,108,4.84,True
1676,-82.63111,35.5798,A,Entire home/apt,4,2.0,2.0,138.0,2,115,4.88,False
1677,-82.52107,35.43025,H,Entire home/apt,2,,1.0,79.0,1,32,4.94,False
1678,-82.52247,35.62695,D,Entire home/apt,12,4.0,6.0,664.0,1,135,4.99,False
1679,-82.62163,35.59671,A,Entire home/apt,2,1.0,1.0,115.0,1,49,4.43,True
1680,-82.63193,35.54819,A,Entire home/apt,2,,1.0,63.0,1,120,4.93,True
1681,-82.5697,35.60528,B,Private room,2,1.0,1.0,258.0,1,1,5.0,True
1682,-82.59613,35.63866,D,Entire home/apt,4,2.0,2.0,145.0,1,157,4.82,False
1683,-82.48791,35.61438,E,Entire home/apt,4,1.0,2.0,93.0,2,39,5.0,False
1684,-82.50813,35.64461,D,Entire home/apt,6,3.0,4.0,176.0,2,32,4.75,True
1685,-82.52014,35.43109,H,Entire home/apt,2,1.0,1.0,136.0,1,139,4.99,True
1686,-82.60833,35.58765,A,Entire home/apt,3,,2.0,87.0,2,113,4.91,True
1687,-82.55723,35.60244,B,Entire home/apt,2,1.0,1.0,90.0,60,3,4.33,False
1688,-82.55073,35.58832,B,Private room,2,1.0,1.0,59.0,1,90,4.82,True
1689,-82.5512,35.58636,B,Private room,2,1.0,1.0,59.0,1,79,4.78,True
1690,-82.5397,35.57531,C,Entire home/apt,5,3.0,3.0,114.0,30,10,5.0,True
1691,-82.57924,35.58445,A,Private room,3,1.0,2.0,109.0,2,51,4.96,False
1692,-82.55119,35.5854,B,Private room,2,1.0,1.0,60.0,1,75,4.88,True
1693,-82.55094,35.58447,B,Private room,1,1.0,1.0,59.0,1,76,4.91,True
1694,-82.5879,35.64649,D,Private room,2,1.0,1.0,300.0,2,5,5.0,True
1695,-82.58607,35.48213,F,Entire home/apt,2,,1.0,117.0,2,77,4.88,True
1696,-82.53327,35.60194,E,Entire home/apt,5,2.0,2.0,78.0,30,38,4.66,False
1697,-82.56496,35.59832,B,Entire home/apt,6,3.0,4.0,199.0,30,3,5.0,False
1698,-82.59395,35.57649,A,Entire home/apt,2,1.0,1.0,158.0,2,78,4.97,True
1700,-82.47545,35.55329,C,Entire home/apt,6,2.0,3.0,171.0,2,98,4.92,True
1701,-82.50262,35.47813,F,Entire home/apt,8,3.0,3.0,249.0,2,45,4.89,True
1702,-82.57702,35.58413,A,Entire home/apt,2,1.0,1.0,97.0,1,283,4.99,True
1703,-82.48328,35.62376,E,Entire home/apt,4,,1.0,89.0,1,29,5.0,False
1704,-82.50555,35.48181,F,Entire home/apt,6,3.0,3.0,155.0,2,18,4.72,True
1705,-82.53323,35.56851,C,Entire home/apt,2,,1.0,99.0,2,82,4.99,False
1706,-82.61511,35.5267,A,Entire home/apt,4,1.0,1.0,150.0,2,16,4.75,False
1707,-82.63773,35.63598,A,Entire home/apt,4,2.0,3.0,119.0,2,29,4.79,False
1708,-82.67287,35.545,G,Entire home/apt,6,3.0,3.0,150.0,3,79,4.94,True
1709,-82.61005,35.57229,A,Entire home/apt,5,2.0,3.0,148.0,2,78,5.0,True
1710,-82.63248,35.547,A,Entire home/apt,6,2.0,2.0,135.0,1,160,4.93,True
1711,-82.59225,35.57945,A,Entire home/apt,4,2.0,2.0,143.0,30,3,5.0,False
1712,-82.57854,35.61876,A,Entire home/apt,8,2.0,4.0,232.0,2,28,4.82,False
1713,-82.4798,35.58306,E,Private room,4,2.0,2.0,69.0,2,1,5.0,False
1714,-82.53041,35.65068,D,Entire home/apt,10,4.0,6.0,460.0,3,7,4.71,True
1715,-82.61599,35.59755,A,Entire home/apt,2,1.0,1.0,100.0,365,29,4.86,False
1716,-82.5877,35.46306,F,Entire home/apt,5,2.0,3.0,139.0,2,25,4.96,True
1717,-82.51087,35.51143,C,Private room,4,2.0,2.0,70.0,2,3,5.0,False
1718,-82.50306,35.47502,F,Entire home/apt,8,3.0,5.0,395.0,1,50,4.74,True
1719,-82.5554,35.58028,B,Entire home/apt,2,1.0,1.0,67.0,90,0,,True
1720,-82.51302,35.56093,C,Entire home/apt,2,,1.0,74.0,2,69,4.88,False
1721,-82.58776,35.59295,A,Entire home/apt,2,1.0,1.0,102.0,1,27,4.96,True
1722,-82.57954,35.61794,A,Entire home/apt,14,3.0,6.0,409.0,2,23,4.83,False
1723,-82.47985,35.5505,C,Entire home/apt,12,4.0,6.0,400.0,3,47,4.98,False
1724,-82.50872,35.59501,E,Entire home/apt,4,2.0,2.0,139.0,2,12,5.0,True
1725,-82.64602,35.5939,A,Entire home/apt,3,,2.0,149.0,3,78,4.94,True
1726,-82.66409,35.5598,G,Entire home/apt,4,1.0,2.0,118.0,2,75,4.96,True
1727,-82.50136,35.44653,F,Entire home/apt,3,1.0,1.0,95.0,1,59,4.98,False
1728,-82.57839,35.58177,A,Private room,8,3.0,5.0,314.0,31,9,4.89,True
1729,-82.49742,35.59343,E,Entire home/apt,6,2.0,3.0,150.0,2,38,4.84,False
1730,-82.66487,35.54706,G,Entire home/apt,4,2.0,2.0,185.0,1,45,4.91,True
1731,-82.64964,35.61877,A,Entire home/apt,8,4.0,4.0,273.0,3,40,4.83,True
1732,-82.57367,35.62025,D,Entire home/apt,4,2.0,2.0,250.0,1,21,4.38,False
1733,-82.55421,35.59546,B,Entire home/apt,5,2.0,2.0,350.0,3,66,5.0,False
1734,-82.46709,35.60956,E,Entire home/apt,4,1.0,2.0,124.0,2,48,4.88,True
1735,-82.50592,35.454346,F,Entire home/apt,4,1.0,1.0,80.0,2,133,4.98,True
1736,-82.57661,35.62912,D,Entire home/apt,4,2.0,2.0,101.0,2,36,4.86,False
